timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1782500400,Jun 26 2026 - 7:00pm,complete,64146,Norway,France,N/A,3,3.00,3.00,2.00,2.57,1,4,5,4,1,3,"21","7,20,32,90'4",4,5,1,0,1,0,1,0,0,1,10,18,4,9,6,9,9,11,43,57,1.47,1.88,1.20,2.22,4.25,75,100,100,75,50,25,75,100,100,10.00,0.00,4.00,4.50,1.56,1.15,1.68,2.31,3.85,1.60,2.35,Gillette Stadium
1782500400,Jun 26 2026 - 7:00pm,complete,43036,Senegal,Iraq,N/A,3,0.00,0.00,0.75,0.00,5,0,5,1,1,0,"4,56,59,71,82","",12,3,2,0,2,1,1,1,1,2,28,6,12,1,16,5,10,11,69,31,1.23,0.72,3.24,0.56,4.25,75,100,100,75,50,25,75,100,100,6.00,1.00,1.22,7.00,11.00,1.13,1.49,2.15,3.84,2.15,1.70,N/A
1782518400,Jun 27 2026 - 12:00am,complete,45065,Uruguay,Spain,N/A,3,1.00,2.00,0.67,2.71,0,1,1,1,0,1,"","42",1,6,3,1,1,0,0,4,0,1,5,6,1,1,4,5,14,14,33,67,2.38,2.88,0.70,0.73,2.50,50,75,50,50,0,50,75,0,75,21.00,1.50,5.50,3.66,1.62,1.30,2.10,3.58,6.85,2.02,1.68,Estadio AKRON
1782518400,Jun 27 2026 - 12:00am,complete,68278,Cape Verde Islands,Saudi Arabia,N/A,3,1.00,0.50,0.75,0.67,0,0,0,0,0,0,"","",4,2,1,0,3,0,1,0,1,2,15,7,2,3,13,4,10,16,51,49,0.84,0.65,1.45,0.96,2.50,50,75,50,50,0,50,75,0,75,5.00,3.00,2.80,3.20,2.43,1.32,1.98,3.54,6.75,1.80,1.95,N/A
1782529200,Jun 27 2026 - 3:00am,complete,66925,Egypt,Iran,N/A,3,2.00,1.00,1.20,1.00,1,1,2,2,1,1,"5","14",8,2,3,0,4,0,2,1,2,2,15,13,3,4,12,9,11,16,61,39,1.70,1.30,1.50,1.38,2.50,75,75,50,50,0,25,75,50,75,8.00,2.50,2.60,2.65,3.40,1.61,2.78,4.75,10.00,2.10,1.60,CenturyLink Field
1782529200,Jun 27 2026 - 3:00am,complete,52497,New Zealand,Belgium,N/A,3,0.50,1.00,0.33,1.83,1,5,6,1,0,1,"84","28,50,66,86,90'4",5,8,2,0,0,0,0,2,0,0,6,35,2,10,4,25,10,7,46,54,1.56,2.13,0.76,3.39,2.50,75,75,50,50,0,25,75,50,75,5.50,3.50,13.00,8.00,1.16,1.08,1.31,1.62,2.40,1.65,1.85,BC Place Stadium
1782594000,Jun 27 2026 - 9:00pm,complete,68324,Croatia,Ghana,N/A,3,1.50,2.00,1.50,1.00,2,1,3,1,1,0,"31,83","73",3,2,1,0,1,0,0,1,0,1,8,6,4,1,4,5,9,13,53,47,1.05,0.56,1.05,0.65,2.00,25,25,25,25,25,25,25,25,75,4.00,1.50,1.83,3.25,5.25,1.40,2.41,4.45,10.00,2.00,1.70,N/A
1782594000,Jun 27 2026 - 9:00pm,complete,80663,Panama,England,N/A,3,0.00,2.00,0.00,2.29,0,2,2,0,0,0,"","62,67",3,7,2,0,1,0,0,2,0,1,13,17,2,6,11,11,16,13,33,67,1.21,2.18,1.11,1.98,2.00,25,25,25,25,25,25,25,25,75,13.00,2.00,15.00,8.50,1.16,1.06,1.33,1.95,3.10,2.15,1.59,N/A
1782603000,Jun 27 2026 - 11:30pm,complete,64478,Colombia,Portugal,N/A,3,3.00,2.00,2.20,1.60,0,0,0,0,0,0,"","",5,2,1,0,0,0,0,1,0,0,24,13,6,2,18,11,12,6,55,45,1.82,1.61,2.40,1.24,3.00,50,75,50,50,25,50,75,50,75,8.50,3.50,3.85,3.75,1.87,1.20,1.65,2.63,4.80,1.62,2.30,N/A
1782603000,Jun 27 2026 - 11:30pm,complete,68239,Congo DR,Uzbekistan,N/A,3,0.50,0.00,1.00,0.00,3,1,4,1,0,1,"68,78,90'1","10",2,4,3,0,2,0,2,1,1,1,19,3,4,1,15,2,6,16,58,42,0.76,0.81,1.88,0.60,3.00,50,75,50,50,25,50,75,50,75,6.50,2.00,1.74,3.75,5.35,1.36,2.30,4.20,7.40,2.10,1.60,Mercedes-Benz Stadium
1782612000,Jun 28 2026 - 2:00am,complete,69045,Algeria,Austria,N/A,3,1.50,1.50,1.00,1.00,3,3,6,2,1,1,"45,60,90'3","28,55,90'6",0,3,0,0,1,0,0,0,1,0,12,10,5,3,7,7,3,7,65,35,1.48,1.14,1.44,1.13,3.00,50,100,75,25,0,0,100,75,100,9.50,2.00,3.10,1.90,2.40,1.73,3.30,6.75,19.00,2.00,1.61,N/A
1782612000,Jun 28 2026 - 2:00am,complete,70649,Jordan,Argentina,N/A,3,0.00,3.00,0.00,3.00,1,3,4,2,0,2,"55","19,31,80",2,6,3,0,0,0,1,2,0,0,5,12,1,4,4,8,13,7,27,73,1.13,1.29,0.56,1.38,3.00,50,100,75,25,0,0,100,75,100,3.50,1.50,19.00,9.00,1.13,1.11,1.52,2.33,3.90,2.60,1.40,N/A
1782673200,Jun 28 2026 - 7:00pm,complete,69237,South Africa,Canada,N/A,N/A,1.33,1.33,1.00,1.40,0,1,1,0,0,0,"","90'2",1,4,0,0,2,0,0,0,0,2,6,12,1,7,5,5,10,16,58,42,1.15,2.39,0.61,1.62,2.67,50,84,34,17,17,17,67,34,100,15.00,4.67,6.05,3.70,1.58,1.36,2.29,3.90,8.50,2.10,1.65,N/A
1782752400,Jun 29 2026 - 5:00pm,complete,68777,Brazil,Japan,N/A,N/A,2.33,1.67,2.00,1.25,2,1,3,1,0,1,"56,90'5","29",6,2,2,0,3,0,1,1,2,1,19,5,7,2,12,3,4,13,69,31,1.59,1.14,2.32,0.68,3.00,50,100,67,34,0,67,67,50,67,9.00,2.00,1.75,3.60,4.80,1.35,2.17,3.48,7.50,1.87,1.81,N/A
1782765000,Jun 29 2026 - 8:30pm,complete,63945,Germany,Paraguay,N/A,N/A,2.00,1.33,1.75,1.00,1,1,2,1,0,1,"54","42",16,6,2,0,2,0,0,2,0,2,21,7,6,3,15,4,18,12,76,24,2.14,0.76,2.75,0.94,3.34,67,67,67,33,33,50,84,50,67,6.67,3.33,1.30,4.80,8.00,1.20,1.73,2.80,5.25,1.95,1.71,Gillette Stadium
1782781200,Jun 30 2026 - 1:00am,complete,51243,Netherlands,Morocco,N/A,N/A,2.33,2.33,2.00,1.83,1,1,2,0,0,0,"72","90'1",5,8,0,0,1,0,0,0,0,1,6,11,2,5,4,6,18,15,30,70,1.78,1.75,0.79,1.40,3.84,84,84,67,67,33,67,84,67,67,9.66,1.33,2.40,3.10,3.30,1.38,2.20,3.50,7.70,1.73,2.05,Estadio BBVA Bancomer
1782838800,Jun 30 2026 - 5:00pm,complete,69661,Ivory Coast,Norway,N/A,N/A,2.00,2.00,1.50,2.00,1,2,3,1,0,1,"74","39,86",14,3,0,0,1,0,0,0,1,0,14,9,5,4,9,5,6,7,47,53,1.27,1.38,1.71,1.28,3.50,67,84,67,50,50,34,84,50,100,8.67,1.66,3.40,3.02,2.15,1.26,1.91,3.00,6.00,1.74,2.05,N/A
1782853200,Jun 30 2026 - 9:00pm,complete,80663,France,Sweden,N/A,N/A,3.00,1.33,2.57,1.00,3,0,3,1,1,0,"45,53,74","",9,1,0,0,0,0,0,0,0,0,25,8,12,3,13,5,14,10,61,39,1.99,1.69,2.87,0.96,4.34,84,100,84,67,50,50,67,84,100,10.67,2.00,1.25,5.10,8.25,1.12,1.36,2.03,3.50,1.77,1.96,N/A
1782871200,Jul 01 2026 - 2:00am,complete,80824,Mexico,Ecuador,N/A,N/A,3.00,1.33,2.40,1.00,2,0,2,2,2,0,"22,31","",3,8,0,0,3,1,0,0,1,3,15,7,3,1,12,6,10,14,43,57,1.23,1.85,1.34,0.93,1.67,17,50,33,0,0,17,33,17,84,7.00,3.00,2.26,2.90,3.90,1.62,2.70,6.00,13.00,2.38,1.57,Estadio Azteca
1782921600,Jul 01 2026 - 4:00pm,complete,68239,England,Congo DR,N/A,N/A,2.33,1.33,2.29,1.00,2,1,3,1,0,1,"75,86","7",5,3,1,0,1,0,1,0,1,0,16,7,7,2,9,5,10,12,60,40,2.12,1.14,2.16,0.80,2.50,50,67,33,33,17,33,50,50,67,11.33,2.34,1.30,5.30,13.00,1.33,1.91,3.50,7.00,2.62,1.40,Mercedes-Benz Stadium
1782936000,Jul 01 2026 - 8:00pm,complete,66925,Belgium,Senegal,N/A,N/A,1.67,1.00,1.83,0.75,3,2,5,1,0,1,"86,89,120'5","24,51",4,2,1,0,1,0,0,1,0,1,19,19,5,5,14,14,22,12,52,48,2.55,1.90,2.07,2.09,3.67,67,84,67,67,50,0,67,67,84,11.34,2.34,2.08,3.28,3.45,1.25,1.83,2.96,5.50,1.70,2.20,CenturyLink Field
1782950400,Jul 02 2026 - 12:00am,complete,68827,USMNT,Bosnia and Herzegovina,N/A,N/A,2.00,1.33,1.80,1.00,2,0,2,1,1,0,"45,82","",4,3,0,1,1,0,0,1,0,1,8,10,2,3,6,7,7,13,48,52,1.75,1.04,0.98,1.05,3.84,84,100,67,67,50,67,84,50,84,10.33,4.34,1.36,4.95,9.80,1.18,1.66,2.62,4.50,2.01,1.79,N/A
1783018800,Jul 02 2026 - 7:00pm,complete,70492,Spain,Austria,N/A,N/A,2.33,1.33,2.71,1.00,3,0,3,1,1,0,"36,66,89","",9,0,0,0,1,0,0,0,0,1,23,5,10,0,13,5,8,15,64,36,2.16,1.13,2.71,0.50,2.84,34,67,50,50,17,33,84,34,67,11.00,2.00,1.28,6.00,9.50,1.19,1.65,2.60,5.00,2.20,1.62,N/A
1783033200,Jul 02 2026 - 11:00pm,complete,43036,Portugal,Croatia,N/A,N/A,1.67,2.00,1.60,1.50,2,1,3,0,0,0,"68,90'4","53",9,5,1,0,2,0,1,0,0,2,15,13,3,6,12,7,6,12,60,40,1.48,1.05,1.49,1.50,2.83,50,67,50,33,33,50,67,50,67,5.66,2.00,1.66,3.80,5.75,1.20,1.67,2.60,4.60,1.73,2.15,N/A
1783047600,Jul 03 2026 - 3:00am,complete,52497,Switzerland,Algeria,N/A,N/A,2.33,1.33,1.83,1.00,2,0,2,1,1,0,"10,46","",4,2,0,0,2,0,0,0,1,1,11,8,5,2,6,6,10,12,45,55,1.78,1.47,1.29,0.95,3.67,84,100,84,33,33,17,67,84,100,10.33,1.33,1.97,3.24,4.35,1.38,2.10,3.78,7.00,1.97,1.76,BC Place Stadium
1783101600,Jul 03 2026 - 6:00pm,complete,70244,Australia,Egypt,N/A,N/A,1.33,1.67,1.25,1.20,1,1,2,1,0,1,"55","13",4,7,0,0,2,0,0,0,0,2,16,14,1,3,15,11,12,14,42,58,1.10,1.63,1.56,1.61,2.00,50,84,17,17,0,33,84,17,50,10.00,3.67,3.15,2.82,2.35,1.58,2.44,4.80,10.00,2.15,1.65,N/A
1783116000,Jul 03 2026 - 10:00pm,complete,64478,Argentina,Cape Verde Islands,N/A,N/A,3.00,1.00,3.00,0.75,3,2,5,1,1,0,"29,93,111","59,103",8,8,1,0,1,0,0,1,0,1,22,16,10,5,12,11,13,12,64,36,1.32,1.05,2.69,1.61,2.17,33,67,50,33,0,33,67,34,67,6.00,2.00,1.14,8.50,20.00,1.15,1.61,2.41,4.50,2.95,1.40,N/A
1783128600,Jul 04 2026 - 1:30am,complete,69045,Colombia,Ghana,N/A,N/A,2.33,1.33,2.20,1.00,1,0,1,1,1,0,"14","",3,2,2,0,3,0,1,1,0,3,20,8,8,0,12,8,14,10,61,39,2.02,0.59,2.06,0.72,1.50,33,33,33,17,0,0,33,33,67,6.67,2.33,1.38,4.40,8.90,1.34,2.09,3.34,6.30,2.25,1.54,N/A
1783184400,Jul 04 2026 - 5:00pm,complete,68777,Canada,Morocco,N/A,N/A,1.75,2.00,1.40,1.83,0,3,3,0,0,0,"","50,82,90'8",11,1,4,0,4,0,2,2,4,0,10,5,3,4,7,1,24,14,45,55,2.20,1.66,1.35,0.73,2.88,63,75,38,25,25,38,63,50,75,15.75,2.25,5.90,3.50,1.72,1.38,2.15,4.20,8.00,1.96,1.73,N/A
1783198800,Jul 04 2026 - 9:00pm,complete,68324,Paraguay,France,N/A,N/A,1.25,3.00,1.00,2.57,0,1,1,0,0,0,"","70",2,12,0,0,3,0,0,0,1,2,5,15,0,5,5,10,13,11,24,76,0.81,2.21,0.45,1.89,2.88,50,75,63,38,25,25,75,50,75,8.00,3.00,19.00,7.00,1.09,1.18,1.57,2.62,4.50,2.38,1.55,N/A
1783281600,Jul 05 2026 - 8:00pm,complete,80663,Brazil,Norway,N/A,N/A,2.50,2.25,2.00,2.00,1,2,3,0,0,0,"90'10","79,90",5,5,1,0,0,0,0,1,0,0,14,9,4,5,10,4,7,6,34,66,1.77,1.35,1.58,1.40,3.63,75,100,88,38,38,63,100,50,75,9.75,2.25,1.77,3.80,4.30,1.18,1.68,2.48,5.00,1.56,2.25,N/A
1783299600,Jul 06 2026 - 1:00am,complete,80824,Mexico,England,N/A,N/A,3.00,2.50,2.40,2.29,2,3,5,3,1,2,"42,69","36,38,60",12,2,2,0,4,1,0,2,1,4,20,6,5,5,15,1,14,7,67,33,1.26,2.13,2.20,0.89,2.38,25,75,38,13,13,25,50,50,75,9.00,1.75,3.05,3.15,2.60,1.44,2.38,4.45,9.50,2.00,1.80,Estadio Azteca
1783364400,Jul 06 2026 - 7:00pm,complete,70649,Portugal,Spain,N/A,N/A,2.00,2.50,1.60,2.71,0,1,1,0,0,0,"","90'1",3,7,2,0,1,0,0,2,0,1,10,15,2,6,8,9,9,13,45,55,1.49,2.30,1.06,1.73,2.25,25,63,50,25,13,38,63,38,50,12.75,1.75,3.98,3.60,1.88,1.22,1.83,3.00,4.85,1.61,2.16,N/A
1783382400,Jul 07 2026 - 12:00am,complete,66925,USMNT,Belgium,N/A,N/A,2.25,2.00,1.80,1.83,1,4,5,3,1,2,"31","9,33,57,90'3",3,5,2,0,0,0,1,1,0,0,7,15,2,7,5,8,11,9,56,44,1.55,2.43,0.91,1.68,3.38,63,88,50,50,50,38,88,50,75,10.25,3.25,2.50,3.30,2.95,1.16,1.67,2.42,4.75,1.45,2.50,CenturyLink Field
1783440000,Jul 07 2026 - 4:00pm,complete,68239,Argentina,Egypt,N/A,N/A,3.00,1.50,3.00,1.20,3,2,5,1,0,1,"79,83,90'2","15,67",6,1,0,0,4,0,0,0,0,4,19,5,7,2,12,3,13,11,64,36,1.66,1.63,2.25,0.60,3.00,75,100,50,38,13,25,100,50,88,10.50,2.75,1.34,5.00,10.00,1.29,2.00,3.40,7.50,2.25,1.55,Mercedes-Benz Stadium
1783454400,Jul 07 2026 - 8:00pm,complete,52497,Switzerland,Colombia,N/A,N/A,2.50,2.50,1.83,2.20,0,0,0,0,0,0,"","",3,7,3,0,2,0,0,3,0,2,7,15,2,3,5,12,22,21,53,47,1.66,2.03,1.00,1.40,2.25,50,63,38,25,13,0,50,38,75,10.00,2.25,3.50,3.15,2.35,1.36,2.38,4.10,8.50,1.93,1.80,BC Place Stadium
1783627200,Jul 09 2026 - 8:00pm,complete,63811,France,Morocco,N/A,N/A,3.00,2.20,2.57,1.83,2,0,2,0,0,0,"60,66","",5,5,0,0,1,0,0,0,0,1,22,5,8,1,14,4,10,13,48,52,2.15,1.48,2.35,0.65,3.00,50,80,60,30,20,30,60,60,80,12.20,2.00,1.60,3.82,6.80,1.26,2.00,3.50,6.50,1.95,1.80,Gillette Stadium
1783710000,Jul 10 2026 - 7:00pm,complete,70492,Spain,Belgium,N/A,N/A,2.60,2.20,2.71,1.83,2,1,3,2,1,1,"30,88","41",5,1,2,0,2,0,1,1,0,2,17,5,8,2,9,3,13,18,68,32,2.19,2.28,2.25,0.65,2.70,40,60,50,40,30,20,70,40,70,12.40,1.80,1.60,4.00,5.50,1.19,1.79,2.64,5.00,1.80,2.04,N/A
1783803600,Jul 11 2026 - 9:00pm,complete,64478,Norway,England,N/A,N/A,2.40,2.60,2.00,2.29,1,2,3,2,1,1,"36","45'2,93",7,4,1,0,0,0,0,1,0,0,13,14,4,8,9,6,10,8,48,52,1.36,1.88,1.54,1.90,3.70,80,90,80,50,50,40,70,80,90,10.60,2.20,3.70,3.70,1.95,1.18,1.65,2.60,4.90,1.50,2.28,N/A
1783818000,Jul 12 2026 - 1:00am,complete,69045,Argentina,Switzerland,N/A,N/A,3.00,2.20,3.00,1.83,3,1,4,1,1,0,"10,112,120'1","67",8,2,3,0,1,1,0,3,1,1,22,11,7,5,15,6,14,18,59,41,1.78,1.53,2.34,1.44,3.10,60,90,60,40,30,10,70,60,90,9.80,1.80,1.70,3.50,5.25,1.42,2.36,3.74,9.00,2.08,1.67,N/A
1784055600,Jul 14 2026 - 7:00pm,complete,70176,France,Spain,N/A,N/A,3.00,2.67,2.57,2.71,0,2,2,1,0,1,"","22,58",7,1,2,0,1,0,1,1,1,0,10,10,3,2,7,8,11,12,49,51,2.18,2.20,1.19,0.95,2.50,25,67,59,25,9,25,59,42,84,14.16,1.50,2.35,3.10,3.20,1.29,1.97,2.91,7.00,1.66,2.24,N/A
1784142000,Jul 15 2026 - 7:00pm,complete,N/A,England,Argentina,N/A,N/A,2.67,3.00,2.29,3.00,1,2,3,0,0,0,"55","85,90'2",1,6,1,0,3,0,1,0,1,2,5,15,2,5,3,10,11,15,36,64,1.88,1.87,0.75,1.80,3.50,67,92,75,50,33,34,84,75,92,11.00,2.50,2.60,2.75,3.00,1.40,2.17,3.28,9.00,1.86,1.85,Mercedes-Benz Stadium
1784408400,Jul 18 2026 - 9:00pm,incomplete,N/A,France,England,N/A,N/A,2.57,2.29,2.57,2.29,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.04,1.72,0.00,0.00,3.00,50,86,64,29,22,29,57,64,93,12.00,2.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1784487600,Jul 19 2026 - 7:00pm,incomplete,N/A,Spain,Argentina,N/A,N/A,2.71,3.00,2.71,3.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.02,1.86,0.00,0.00,2.86,43,79,65,36,15,22,79,50,86,11.72,2.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
